4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,0,0,0,0,-8,0
4,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,-3,0,0,-3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-8,0,0,2,0,2,0,0,-8,0
4,0,0,0,4,1,1,1,4,0,0,0,0,-3,0,0,-3,0,0,-3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,-8,-1,-1,-1,0,0,0,0,-8,0,0,2,0,2,0,2,-8,0
4,0,0,0,4,1,1,1,1,0,-3,0,4,-3,0,0,-3,0,0,-3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,-8,0,0,0,5,0,0,0,-1,5,-1,-1,0,0,0,0,-8,0,0,2,0,2,0,2,-8,2
4,0,0,0,4,1,1,-3,4,1,-3,0,4,-3,0,0,4,0,0,-3,0,0,0,0,0,0,0,0,-8,0,5,0,0,0,0,5,-8,0,0,0,5,0,0,-1,-8,-1,-1,-1,0,0,5,0,-8,0,0,2,0,2,0,2,-8,2
4,0,0,0,-3,1,1,1,4,1,1,0,4,-3,0,0,-3,0,0,-3,-4,0,0,0,0,0,0,0,-8,0,5,0,0,0,0,5,-8,0,0,0,5,0,-1,-1,-1,5,-1,-1,0,0,5,0,-8,0,0,5,0,2,0,2,-8,2
4,-3,0,0,4,1,1,1,1,1,-3,1,4,-3,0,0,3,0,0,-3,-8,0,0,0,0,0,0,0,-8,0,5,0,0,0,0,5,-8,0,0,0,5,-1,-1,-1,-8,-1,-1,-1,0,0,5,0,-8,0,0,5,0,2,0,2,5,2
4,-3,0,0,4,1,1,-3,4,1,1,1,-11,-3,0,0,-2,0,0,3,-8,0,0,0,0,0,0,0,-8,0,5,0,0,0,0,5,-8,0,0,0,-1,-1,-1,-1,-1,5,-1,-1,0,0,5,0,-8,0,0,5,0,2,0,2,5,2
4,-11,0,0,-3,1,1,1,4,1,-3,1,19,-3,-2,0,-2,0,0,3,-8,0,3,0,0,0,0,0,-8,0,5,0,0,0,0,5,-8,0,0,-1,5,-1,-1,-1,-8,-1,-1,-1,0,0,5,0,-8,0,0,5,0,2,0,2,5,2
4,-3,0,0,4,1,1,-3,1,1,1,1,-62,-3,-2,0,-2,0,0,3,-8,0,3,0,0,3,0,0,-8,0,5,19,0,0,0,5,-8,0,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,0,0,5,0,-8,0,0,5,0,2,0,2,5,2
